week,country_name,city_name,orders,billings,subtotal,delivery_fees,service_fees,other_fees,promotions
2020-01-22,Middle-earth,other,9792,26440481.340000004,20898008.04000002,5543538.0,0.0,0.0,-81550.56000000001
2020-01-22,Middle-earth,Osgiliath,731883,2251376435.489998,1861568231.2499976,390240177.6,0.0,0.0,-4449190.2
2020-01-22,Middle-earth,Minas Tirith,59325,183622243.34999993,147797832.00000003,35834662.5,0.0,0.0,-924312.4799999999
2020-01-22,Middle-earth,Lonely Mountain,20557,59853306.23999997,47832526.55999999,12023739.0,0.0,0.0,-165145.88999999996
2020-01-22,Middle-earth,Gondolin,6192,17482780.770000007,13778419.200000012,3699423.0,0.0,0.0,-49672.350000000006
2020-01-22,Middle-earth,other,2205,6463531.620000001,5080977.720000001,1383700.5,0.0,0.0,-13046.67
2020-01-22,Middle-earth,Dale,17659,49775391.12000001,39218980.71000002,10563189.0,0.0,0.0,-130158.21
2020-01-22,Middle-earth,other,4246,12357429.63,9723331.799999993,2634450.0,0.0,0.0,-28856.100000000002
2020-01-22,Middle-earth,Fornost,9811,26670363.719999988,20982081.120000005,5688910.5,0.0,0.0,-87916.92000000001
2020-01-22,Middle-earth,Edoras,20071,58272161.21999997,45899137.82999997,12374271.0,0.0,0.0,-189628.52999999997
2020-01-22,Middle-earth,Hobbiton,19999,57813442.049999975,45757742.94000001,12055953.0,0.0,0.0,-164452.47
2020-01-22,Middle-earth,other,3747,11090442.090000004,8723840.580000002,2363497.5,0.0,0.0,-30270.239999999998
2020-01-29,Middle-earth,other,2836,8221629.780000002,6396564.72,1825824.0,0.0,0.0,-15296.19
2020-01-29,Middle-earth,Khazad-dum,70908,198997081.9200001,158217496.7100001,40791933.0,0.0,0.0,-669076.59
2020-01-29,Middle-earth,Lake Town,11562,32944840.109999977,25916891.909999985,7027156.5,0.0,0.0,-71493.23999999998
2020-01-29,Middle-earth,Pelargir,12262,34214560.37999999,26920871.25000001,7293604.5,0.0,0.0,-69246.45000000001
2020-01-29,Middle-earth,Goblin Town,8274,22856799.42000001,18052168.68,4796200.5,0.0,0.0,-32446.050000000003
2020-01-29,Middle-earth,Archet,8079,23692670.82,18836355.72000001,4848889.5,0.0,0.0,-39975.39
2020-01-29,Middle-earth,Minas Morgul,19689,55627943.279999994,44308227.59999996,11316942.0,0.0,0.0,-182033.66999999998
2020-01-29,Middle-earth,other,2121,5990957.700000002,4656806.699999999,1334151.0,0.0,0.0,-20330.31
2020-01-29,Middle-earth,Rivendell,21084,60023235.09000004,47618666.55000002,12407031.0,0.0,0.0,-263819.01
2020-01-29,Middle-earth,other,8922,24373715.729999993,19239912.510000013,5138815.5,0.0,0.0,-60423.090000000004
2020-01-29,Middle-earth,Osgiliath,744592,2269059216.059998,1875193972.4699955,394249455.5999999,0.0,0.0,-3966861.9899999998
2020-01-29,Middle-earth,Minas Tirith,61609,184778092.59000006,147970976.79,36824697.0,0.0,0.0,-756436.59
2020-01-29,Middle-earth,Lonely Mountain,20550,60081673.470000006,47832469.22999995,12257017.5,0.0,0.0,-186336.15
2020-01-29,Middle-earth,Gondolin,6055,17286551.1,13632145.800000006,3653286.0,0.0,0.0,-51687.090000000004
2020-01-29,Middle-earth,other,2634,7772001.509999995,6115614.959999995,1656973.5,0.0,0.0,-21523.32
2020-01-29,Middle-earth,Dale,16378,48919309.529999994,38551755.06,10363216.5,0.0,0.0,-123409.64999999997
2020-01-29,Middle-earth,other,4488,13600043.730000008,10840486.019999998,2761531.5,0.0,0.0,-30125.550000000003
2020-01-29,Middle-earth,Fornost,10126,29365922.04,23166228.54000001,6199693.5,0.0,0.0,-86423.61000000002
2020-01-29,Middle-earth,Edoras,22173,58344006.62999994,45922834.22999998,12419043.0,0.0,0.0,-147761.25
2020-01-29,Middle-earth,Hobbiton,21010,61939078.10999995,49180614.209999956,12758655.0,0.0,0.0,-150529.47
2020-01-29,Middle-earth,other,5232,15657221.580000004,12432299.880000006,3221946.0,0.0,0.0,-28779.66
2020-02-05,Middle-earth,other,471,1321991.5799999996,1029199.0799999993,292792.5,0.0,0.0,-47963.37
2020-02-05,Middle-earth,other,2401,6484235.940000001,5006153.880000004,1478568.0,0.0,0.0,-20283.9
2020-02-05,Middle-earth,Khazad-dum,64767,181958455.76999983,144376918.13999993,37579678.5,0.0,0.0,-528727.2900000002
2020-02-05,Middle-earth,Lake Town,11271,31448991.210000012,24748585.680000022,6696417.0,0.0,0.0,-62779.079999999994
2020-02-05,Middle-earth,Pelargir,11809,32252318.279999994,25338164.669999994,6908811.0,0.0,0.0,-89328.33000000003
2020-02-05,Middle-earth,Goblin Town,8539,23215114.649999984,18348272.66999999,4863495.0,0.0,0.0,-45260.670000000006
2020-02-05,Middle-earth,Archet,8395,24129451.70999995,19105945.94999997,5004090.0,0.0,0.0,-53265.03
2020-02-05,Middle-earth,Minas Morgul,18328,54472025.79000005,43379495.24999999,11085984.0,0.0,0.0,-236060.37
2020-02-05,Middle-earth,other,2037,5848369.800000007,4540563.300000002,1307806.5,0.0,0.0,-15716.61
2020-02-05,Middle-earth,Rivendell,19984,55484962.26,43825539.02999998,11652732.0,0.0,0.0,-202344.87000000002
2020-02-05,Middle-earth,other,8754,23005999.380000006,18038180.160000004,4967371.5,0.0,0.0,-61526.009999999995
2020-02-05,Middle-earth,Osgiliath,690231,2138038061.2499976,1765671190.9199977,372370034.40000004,0.0,0.0,-3587189.969999997
2020-02-05,Middle-earth,Minas Tirith,63339,179368622.1599998,143807011.53000006,35569443.0,0.0,0.0,-699761.79
2020-02-05,Middle-earth,Lonely Mountain,20805,61486045.53000006,49060344.06000002,12429690.0,0.0,0.0,-174400.59000000003
2020-02-05,Middle-earth,Gondolin,6933,19296115.01999998,15145472.160000017,4141819.5,0.0,0.0,-100979.97000000002
2020-02-05,Middle-earth,other,2686,8051419.739999996,6315958.739999999,1735461.0,0.0,0.0,-16177.98
2020-02-05,Middle-earth,Dale,16654,45789473.73000001,36004200.960000016,9787323.0,0.0,0.0,-92841.83999999998
2020-02-05,Middle-earth,other,4354,12633511.800000012,10008483.029999996,2625168.0,0.0,0.0,-43595.37
2020-02-05,Middle-earth,Fornost,9742,27499754.09999999,21617171.93999999,5883832.5,0.0,0.0,-101370.36000000002
2020-02-05,Middle-earth,Edoras,19653,55171943.190000035,43307363.19000001,11858437.5,0.0,0.0,-158976.09000000003
2020-02-05,Middle-earth,Hobbiton,18621,54393431.819999926,43057112.27999994,11335096.5,0.0,0.0,-146551.86000000002
2020-02-05,Middle-earth,other,4656,14013160.980000002,11061236.549999999,2953450.5,0.0,0.0,-38607.659999999996
2020-02-12,Middle-earth,other,1228,3348227.6100000013,2567993.61,780234.0,0.0,0.0,-8872.5
2020-02-12,Middle-earth,other,3145,9041213.999999996,7047519.569999995,1993992.0,0.0,0.0,-35208.81
2020-02-12,Middle-earth,Khazad-dum,63160,182681520.84000012,144891356.60999998,37791799.5,0.0,0.0,-886575.69
2020-02-12,Middle-earth,Lake Town,12651,35608454.70000003,27986294.70000005,7617109.5,0.0,0.0,-195285.09000000003
2020-02-12,Middle-earth,Pelargir,11671,33100182.569999974,26096266.559999976,6992485.5,0.0,0.0,-94400.67000000001
2020-02-12,Middle-earth,Goblin Town,9016,25289406.869999975,19987509.359999977,5296200.0,0.0,0.0,-83087.54999999999
2020-02-12,Middle-earth,Archet,9174,25973271.87000001,20711994.03000002,5253066.0,0.0,0.0,-139068.93000000002
2020-02-12,Middle-earth,Minas Morgul,19659,59890251.32999998,47737014.77999998,12150274.5,0.0,0.0,-400269.87000000005
2020-02-12,Middle-earth,other,2343,6744342.149999993,5262634.6499999985,1481707.5,0.0,0.0,-20060.04
2020-02-12,Middle-earth,Rivendell,19492,56817791.94000001,44943258.359999985,11864989.5,0.0,0.0,-288752.1
2020-02-12,Middle-earth,other,9936,26589902.43,20902105.77000003,5685907.5,0.0,0.0,-76868.61000000002
2020-02-12,Middle-earth,Osgiliath,685830,2185650241.3199983,1805401001.0399969,380131533.59999985,0.0,0.0,-11108099.73
2020-02-12,Middle-earth,Minas Tirith,60963,177955241.09999987,142430766.66000006,35518665.0,0.0,0.0,-1044686.3699999994
2020-02-12,Middle-earth,Lonely Mountain,21924,66048047.52000001,52662147.71999999,13388466.0,0.0,0.0,-271558.56
2020-02-12,Middle-earth,Gondolin,7450,20987683.079999983,16513106.610000001,4474743.0,0.0,0.0,-79058.07
2020-02-12,Middle-earth,other,2778,8191236.690000001,6410184.690000002,1781052.0,0.0,0.0,-22896.510000000002
2020-02-12,Middle-earth,Dale,16539,47445860.27999997,37313730.08999997,10130074.5,0.0,0.0,-200941.65000000002
2020-02-12,Middle-earth,other,4668,13821444.000000002,10929489.479999987,2890524.0,0.0,0.0,-70395.78
2020-02-12,Middle-earth,Fornost,10236,28507244.220000006,22447717.110000003,6058962.0,0.0,0.0,-92683.5
2020-02-12,Middle-earth,Edoras,19978,56959913.01000003,44768276.28,12189450.0,0.0,0.0,-140406.62999999998
2020-02-12,Middle-earth,Hobbiton,20712,60227275.28999997,47694497.75999997,12527970.0,0.0,0.0,-261230.97
2020-02-12,Middle-earth,other,4692,13793106.6,10898727.84,2895301.5,0.0,0.0,-42953.82000000001
2020-02-19,Middle-earth,other,1317,3509081.940000001,2725424.52,787741.5,0.0,0.0,-30040.92
2020-02-19,Middle-earth,other,3327,9421022.520000003,7344311.5200000005,2076711.0,0.0,0.0,-103524.32999999999
2020-02-19,Middle-earth,Khazad-dum,66003,198763568.6399999,158274510.0299999,40505419.5,0.0,0.0,-1715551.1099999987
2020-02-19,Middle-earth,Lake Town,12616,35741744.219999984,28110687.149999976,7628029.5,0.0,0.0,-394730.69999999995
2020-02-19,Middle-earth,Pelargir,11568,34680565.92,27415487.189999986,7266850.5,0.0,0.0,-255465.21
2020-02-19,Middle-earth,Goblin Town,9252,26979265.949999996,21410584.649999976,5569200.0,0.0,0.0,-174684.51
2020-02-19,Middle-earth,Archet,9562,27302211.29999997,21701905.679999996,5598001.5,0.0,0.0,-352077.17999999993
2020-02-19,Middle-earth,Minas Morgul,20508,60616475.01000001,48302040.149999976,12317214.0,0.0,0.0,-719925.5700000001
2020-02-19,Middle-earth,other,2488,7332157.559999998,5738247.0600000005,1593910.5,0.0,0.0,-37936.08
2020-02-19,Middle-earth,Rivendell,21396,62873461.559999965,49846870.709999986,13020598.5,0.0,0.0,-744574.7399999998
2020-02-19,Middle-earth,other,10308,27511089.059999984,21641452.560000017,5873322.0,0.0,0.0,-235852.89
2020-02-19,Middle-earth,Osgiliath,719130,2310683695.319999,1910580371.699998,400445572.7999998,0.0,0.0,-19937427.509999998
2020-02-19,Middle-earth,Minas Tirith,66310,189872198.88000003,152338389.84000012,37550467.5,0.0,0.0,-1877625.7499999988
2020-02-19,Middle-earth,Lonely Mountain,24454,70578889.29,56408676.87000001,14174569.5,0.0,0.0,-454727.9099999999
2020-02-19,Middle-earth,Gondolin,7683,22633247.909999996,17864931.630000006,4767126.0,0.0,0.0,-168304.5
2020-02-19,Middle-earth,other,3004,8523712.470000008,6684424.110000007,1840702.5,0.0,0.0,-39453.96000000001
2020-02-19,Middle-earth,Dale,17958,51147748.470000006,40239413.76,10912219.5,0.0,0.0,-426008.31000000006
2020-02-19,Middle-earth,other,5146,15023140.859999996,11933190.359999994,3089950.5,0.0,0.0,-139219.08
2020-02-19,Middle-earth,Fornost,10881,30823043.159999974,24300428.87999997,6522652.5,0.0,0.0,-259964.25
2020-02-19,Middle-earth,Edoras,21258,60961738.110000014,48020629.01999998,12944158.5,0.0,0.0,-354113.75999999995
2020-02-19,Middle-earth,Hobbiton,22252,63501522.63000001,50462960.72999998,13045441.5,0.0,0.0,-438137.69999999995
2020-02-19,Middle-earth,other,4909,14498538.600000015,11462745.840000011,3038353.5,0.0,0.0,-58432.92
2020-02-26,Middle-earth,other,1143,3126775.4699999983,2438143.89,689188.5,0.0,0.0,-19377.54
2020-02-26,Middle-earth,other,3495,9934614.690000001,7741469.190000005,2193145.5,0.0,0.0,-76401.78
2020-02-26,Middle-earth,Khazad-dum,73986,212209779.59999987,168946901.76000008,43278417.0,0.0,0.0,-1441535.5499999996
2020-02-26,Middle-earth,Lake Town,13050,36629141.64000003,28817170.20000001,7812441.0,0.0,0.0,-278855.85000000003
2020-02-26,Middle-earth,Pelargir,12363,37298821.56,29464958.25,7837147.5,0.0,0.0,-183565.2
2020-02-26,Middle-earth,Goblin Town,8830,26048969.30999999,20611213.349999994,5438979.0,0.0,0.0,-115640.07
2020-02-26,Middle-earth,Archet,9922,27394673.669999994,21863734.62000001,5535211.5,0.0,0.0,-246944.87999999998
2020-02-26,Middle-earth,Minas Morgul,20722,59721256.14,47607492.66,12120790.5,0.0,0.0,-586556.8800000001
2020-02-26,Middle-earth,other,2937,8378899.620000009,6523318.620000009,1855581.0,0.0,0.0,-29025.36
2020-02-26,Middle-earth,Rivendell,23013,64658018.879999965,51193014.59999998,13471185.0,0.0,0.0,-522300.86999999994
2020-02-26,Middle-earth,other,9879,28138041.750000015,22184100.120000012,5958088.5,0.0,0.0,-214397.81999999998
2020-02-26,Middle-earth,Osgiliath,777598,2426562539.309999,2004826010.4599974,422262531.5999999,0.0,0.0,-17971117.71
2020-02-26,Middle-earth,Minas Tirith,66252,202280308.22999993,162064252.34999996,40247571.0,0.0,0.0,-1807281.8399999996
2020-02-26,Middle-earth,Lonely Mountain,25093,74839390.08000001,59769328.710000016,15073558.5,0.0,0.0,-299508.3
2020-02-26,Middle-earth,Gondolin,7888,22533916.860000003,17784795.209999982,4749244.5,0.0,0.0,-126227.01
2020-02-26,Middle-earth,other,3217,9409362.690000003,7395714.6899999995,2014330.5,0.0,0.0,-25405.38
2020-02-26,Middle-earth,Dale,18034,51617767.11000004,40601998.709999986,11017597.5,0.0,0.0,-368397.12
2020-02-26,Middle-earth,other,4951,14090965.979999995,11095746.479999997,2995219.5,0.0,0.0,-87286.29000000001
2020-02-26,Middle-earth,Fornost,11247,32256216.720000025,25482445.17000001,6773949.0,0.0,0.0,-211487.63999999998
2020-02-26,Middle-earth,Edoras,22048,62747240.00999995,49391160.000000015,13358845.5,0.0,0.0,-295421.49000000005
2020-02-26,Middle-earth,Hobbiton,23650,67977341.24999999,54085676.189999975,13896519.0,0.0,0.0,-335975.64
2020-02-26,Middle-earth,other,4929,15156670.619999997,11975873.909999998,3182497.5,0.0,0.0,-61995.57
2020-03-03,Middle-earth,other,1542,4369474.200000002,3391588.2,977886.0,0.0,0.0,-53756.43
2020-03-03,Middle-earth,other,3402,9633817.829999998,7478209.830000004,2155608.0,0.0,0.0,-175083.08999999997
2020-03-03,Middle-earth,Khazad-dum,72537,213048544.80000013,169315934.97,43749069.0,0.0,0.0,-2967283.4099999997
2020-03-03,Middle-earth,Lake Town,13119,35884064.580000006,28112164.079999994,7771900.5,0.0,0.0,-503635.86000000004
2020-03-03,Middle-earth,Pelargir,12622,36586395.300000004,28902307.979999986,7684131.0,0.0,0.0,-342544.02
2020-03-03,Middle-earth,Goblin Town,9241,25816373.30999999,20368718.369999986,5451673.5,0.0,0.0,-327720.12
2020-03-03,Middle-earth,Archet,9681,28536392.429999992,22687260.959999986,5851618.5,0.0,0.0,-506401.35000000003
2020-03-03,Middle-earth,Minas Morgul,21829,63958156.07999998,50955736.65,13010361.0,0.0,0.0,-1238620.11
2020-03-03,Middle-earth,other,2770,7960972.11,6189611.609999996,1771360.5,0.0,0.0,-69579.51
2020-03-03,Middle-earth,Rivendell,23178,64569662.43000008,51152981.880000055,13422181.5,0.0,0.0,-1143261.2099999997
2020-03-03,Middle-earth,other,10785,28747061.069999974,22609565.160000015,6138951.0,0.0,0.0,-512805.92999999993
2020-03-03,Middle-earth,Osgiliath,767952,2445010383.27,2015901803.369999,429696785.69999987,0.0,0.0,-28889463.32999999
2020-03-03,Middle-earth,Minas Tirith,68233,206035425.96,165085344.05999994,41011425.0,0.0,0.0,-3494454.6000000006
2020-03-03,Middle-earth,Lonely Mountain,25221,76083363.71999997,60715350.14999999,15374677.5,0.0,0.0,-740774.5799999998
2020-03-03,Middle-earth,Gondolin,9273,27066601.37999999,21347185.86,5720715.0,0.0,0.0,-311815.14
2020-03-03,Middle-earth,other,3355,9244063.92,7240516.920000001,2004093.0,0.0,0.0,-45094.14
2020-03-03,Middle-earth,Dale,19564,54313642.11000004,42625376.43000004,11696275.5,0.0,0.0,-948503.01
2020-03-03,Middle-earth,other,5311,15908979.450000003,12600740.879999997,3308623.5,0.0,0.0,-202576.91999999998
2020-03-03,Middle-earth,Fornost,11011,31139070.69000001,24538069.919999998,6604689.0,0.0,0.0,-348735.66000000003
2020-03-03,Middle-earth,Edoras,21852,60897839.729999974,47860817.55000003,13038343.5,0.0,0.0,-628331.3399999997
2020-03-03,Middle-earth,Hobbiton,24558,69275480.81999996,54978986.78999998,14299876.5,0.0,0.0,-782786.55
2020-03-03,Middle-earth,other,5326,15628987.919999992,12330465.419999983,3299068.5,0.0,0.0,-145825.68
2020-03-10,Middle-earth,other,1765,4978679.16,3872117.34,1108926.0,0.0,0.0,-168198.03
2020-03-10,Middle-earth,other,3276,9024176.069999995,6951287.069999994,2072889.0,0.0,0.0,-655661.37
2020-03-10,Middle-earth,Khazad-dum,77985,216682139.30999997,172054529.00999987,44640823.5,0.0,0.0,-5106333.960000002
2020-03-10,Middle-earth,Lake Town,12372,34291076.81999998,26755457.81999997,7535619.0,0.0,0.0,-938557.6199999996
2020-03-10,Middle-earth,Pelargir,12376,35382779.25,27805713.39000001,7577524.5,0.0,0.0,-991262.9999999994
2020-03-10,Middle-earth,Goblin Town,9054,25180927.59000001,19777572.360000014,5404990.5,0.0,0.0,-789960.99
2020-03-10,Middle-earth,Archet,10279,28178650.500000022,22309704.69000003,5871274.5,0.0,0.0,-924129.57
2020-03-10,Middle-earth,Minas Morgul,22257,64771846.22999996,51625558.52999997,13152730.5,0.0,0.0,-1852747.26
2020-03-10,Middle-earth,other,2299,6413826.509999997,4962285.510000003,1451541.0,0.0,0.0,-229628.49
2020-03-10,Middle-earth,Rivendell,23812,65950919.58,52054127.579999976,13897474.5,0.0,0.0,-2405075.4
2020-03-10,Middle-earth,other,10675,27699461.789999984,21754813.079999987,5944711.5,0.0,0.0,-953302.3500000001
2020-03-10,Middle-earth,Osgiliath,816235,2457916807.7099967,2024065128.539998,434436174.9,0.0,0.0,-44520444.14999998
2020-03-10,Middle-earth,Minas Tirith,72189,210609843.98999998,168571575.90000004,42091205.519999996,0.0,0.0,-5512628.94
2020-03-10,Middle-earth,Lonely Mountain,25471,73277704.5,58260719.79000007,15021279.0,0.0,0.0,-1460915.82
2020-03-10,Middle-earth,Gondolin,10255,27635197.589999996,21681654.540000003,5953584.0,0.0,0.0,-1210490.19
2020-03-10,Middle-earth,other,3120,9159152.729999995,7179015.4799999995,1980342.0,0.0,0.0,-192691.58999999997
2020-03-10,Middle-earth,Dale,20736,55607727.63000006,43526675.01000003,12084754.5,0.0,0.0,-1870904.4899999993
2020-03-10,Middle-earth,other,4788,14177302.229999999,11154919.230000004,3022383.0,0.0,0.0,-505620.56999999995
2020-03-10,Middle-earth,Fornost,11487,33751161.99000002,26518381.89,7233544.5,0.0,0.0,-1083501.51
2020-03-10,Middle-earth,Edoras,21852,61089777.839999974,47884161.77999999,13208832.0,0.0,0.0,-1561538.1599999997
2020-03-10,Middle-earth,Hobbiton,23319,67334942.22000006,53300495.43000004,14035749.0,0.0,0.0,-1901171.999999999
2020-03-10,Middle-earth,other,5209,15174243.63,11947929.629999999,3226314.0,0.0,0.0,-310144.38
2020-03-17,Middle-earth,other,1393,3885873.8099999963,3022754.2799999975,863772.0,0.0,0.0,-43275.96000000001
2020-03-17,Middle-earth,other,2989,8520256.289999995,6660034.289999998,1860222.0,0.0,0.0,-193139.30999999997
2020-03-17,Middle-earth,Khazad-dum,78841,219518281.71000013,175159306.14000016,44370417.0,0.0,0.0,-3684476.2499999995
2020-03-17,Middle-earth,Lake Town,9658,27491471.27999996,21757005.269999977,5734501.5,0.0,0.0,-503641.3199999999
2020-03-17,Middle-earth,Pelargir,10962,33462292.500000007,26591360.250000004,6871137.0,0.0,0.0,-436892.8200000001
2020-03-17,Middle-earth,Goblin Town,7434,21540980.369999997,17104148.879999988,4439799.0,0.0,0.0,-276387.93000000005
2020-03-17,Middle-earth,Archet,8802,25746616.34999999,20505292.079999983,5247879.0,0.0,0.0,-524214.6
2020-03-17,Middle-earth,Minas Morgul,21030,59613347.43,47497454.55000001,12123384.0,0.0,0.0,-1195589.8499999999
2020-03-17,Middle-earth,other,1903,5589134.46,4396806.96,1192327.5,0.0,0.0,-75227.88
2020-03-17,Middle-earth,Rivendell,19942,56911728.509999946,45137566.109999955,11775445.5,0.0,0.0,-1042876.38
2020-03-17,Middle-earth,other,8221,22878410.09999999,18161925.59999999,4717167.0,0.0,0.0,-393305.64
2020-03-17,Middle-earth,Osgiliath,733126,2355802110.4800014,1937365559.2199972,418945854.59999996,0.0,0.0,-41684992.44
2020-03-17,Middle-earth,Minas Tirith,66204,202361359.20000002,162195398.8200001,40207936.86,0.0,0.0,-3617951.610000001
2020-03-17,Middle-earth,Lonely Mountain,21510,66137182.01999994,52708407.56999997,13430235.0,0.0,0.0,-626365.7399999998
2020-03-17,Middle-earth,Gondolin,7845,23005041.149999987,18206970.599999998,4800568.5,0.0,0.0,-297337.95
2020-03-17,Middle-earth,other,3102,9216103.260000005,7239733.410000003,1976793.0,0.0,0.0,-67370.94
2020-03-17,Middle-earth,Dale,16728,48233023.019999966,37982659.25999999,10253470.5,0.0,0.0,-780810.0299999998
2020-03-17,Middle-earth,other,3948,11860616.040000007,9416993.039999994,2443623.0,0.0,0.0,-181607.78999999998
2020-03-17,Middle-earth,Fornost,10075,28505548.89000002,22508751.720000017,5997127.5,0.0,0.0,-388869.38999999996
2020-03-17,Middle-earth,Edoras,18225,52368364.23000004,41337064.860000014,11033022.0,0.0,0.0,-579953.0100000001
2020-03-17,Middle-earth,Hobbiton,19362,60109380.24,47800075.05,12310116.0,0.0,0.0,-724517.4299999998
2020-03-17,Middle-earth,other,4876,14243111.61000001,11298541.800000008,2945670.0,0.0,0.0,-180794.25000000003
2020-03-24,Middle-earth,other,1158,3442355.2800000007,2712899.280000001,729456.0,0.0,0.0,-2320.5
2020-03-24,Middle-earth,other,2655,7839246.869999996,6155246.369999995,1684273.5,0.0,0.0,-6429.15
2020-03-24,Middle-earth,Khazad-dum,63711,192201284.73000026,154913533.32000008,37326061.5,0.0,0.0,-488899.32000000024
2020-03-24,Middle-earth,Lake Town,6592,19932778.319999985,15903786.989999993,4029207.0,0.0,0.0,-24236.94
2020-03-24,Middle-earth,Pelargir,9064,28613504.00999998,22827468.3,5787600.0,0.0,0.0,-38023.44
2020-03-24,Middle-earth,Goblin Town,6154,18887076.389999986,15133877.849999998,3753477.0,0.0,0.0,-17493.840000000004
2020-03-24,Middle-earth,Archet,6376,19393963.68,15626809.379999999,3769174.5,0.0,0.0,-37248.12
2020-03-24,Middle-earth,Minas Morgul,17251,51287841.14999998,41133597.95999999,10163517.0,0.0,0.0,-78768.68999999999
2020-03-24,Middle-earth,other,2184,6791653.049999999,5381608.050000002,1410045.0,0.0,0.0,-11681.67
2020-03-24,Middle-earth,Rivendell,15547,47964448.35000005,38510548.440000035,9454672.5,0.0,0.0,-67873.26
2020-03-24,Middle-earth,other,6118,17651844.209999993,14177037.419999996,3477201.0,0.0,0.0,-41850.899999999994
2020-03-24,Middle-earth,Osgiliath,587571,1904415785.9999979,1584462475.05,320439810.6,0.0,0.0,-3101484.749999997
2020-03-24,Middle-earth,Minas Tirith,57318,177010177.89000002,143191901.57999992,33856332.51000001,0.0,0.0,-289622.97000000026
2020-03-24,Middle-earth,Lonely Mountain,18768,59044109.67000001,47486600.07000003,11559093.0,0.0,0.0,-87425.51999999999
2020-03-24,Middle-earth,Gondolin,5758,17253774.720000006,13768301.820000002,3485937.0,0.0,0.0,-36207.99
2020-03-24,Middle-earth,other,2691,8244062.190000005,6552622.4399999995,1691644.5,0.0,0.0,-8230.949999999999
2020-03-24,Middle-earth,Dale,14643,42108336.26999997,33613258.77,8495077.5,0.0,0.0,-49634.13000000001
2020-03-24,Middle-earth,other,2919,9105890.429999992,7272739.109999993,1833331.5,0.0,0.0,-8771.489999999998
2020-03-24,Middle-earth,Fornost,7591,22805964.089999996,18224450.78999998,4581759.0,0.0,0.0,-47521.11
2020-03-24,Middle-earth,Edoras,14067,42866599.230000034,34208133.96000003,8658877.5,0.0,0.0,-66865.89
2020-03-24,Middle-earth,Hobbiton,16576,49009822.68000004,39340004.34000001,9674164.5,0.0,0.0,-52637.12999999999
2020-03-24,Middle-earth,other,5031,15644417.87999999,12568625.159999987,3076710.0,0.0,0.0,-18432.960000000003
2020-03-31,Middle-earth,other,1759,5263551.929999997,4156536.929999999,1270902.3599999945,0.0,0.0,-4774.77
2020-03-31,Middle-earth,other,3780,10978771.440000003,8577651.810000008,2760226.5599999917,0.0,0.0,-25713.869999999995
2020-03-31,Middle-earth,Khazad-dum,74610,223028990.7299999,178940296.07999995,50419288.92000001,0.0,0.0,-505656.06000000023
2020-03-31,Middle-earth,Lake Town,10395,29816735.130000006,23671914.630000003,7031625.509999997,0.0,0.0,-49604.1
2020-03-31,Middle-earth,Pelargir,12655,38402164.709999986,30600621.86999999,8945049.749999993,0.0,0.0,-58154.46000000001
2020-03-31,Middle-earth,Goblin Town,8868,26087014.590000015,20855652.09000003,5996499.599999996,0.0,0.0,-45383.520000000004
2020-03-31,Middle-earth,Archet,8662,26136080.880000006,21132121.92,5753693.4,0.0,0.0,-33565.35
2020-03-31,Middle-earth,Minas Morgul,21406,65090038.650000066,52296248.550000064,14673261.329999998,0.0,0.0,-177007.73999999993
2020-03-31,Middle-earth,other,2863,8319661.350000004,6539155.350000008,2035285.9799999928,0.0,0.0,-11198.460000000001
2020-03-31,Middle-earth,Rivendell,21540,63697607.61000001,50858625.08999999,14677468.259999994,0.0,0.0,-110412.11999999998
2020-03-31,Middle-earth,other,8926,25542294.959999956,20330823.24000001,5978571.689999996,0.0,0.0,-53450.67
2020-03-31,Middle-earth,Osgiliath,726499,2362137171.0299983,1961623692.2099998,458025952.020001,0.0,0.0,-4395671.279999998
2020-03-31,Middle-earth,Minas Tirith,71422,213521621.0400001,172116715.68000025,47356299.900000036,0.0,0.0,-436335.8999999999
2020-03-31,Middle-earth,Lonely Mountain,24025,75093252.78,60320690.42999998,16909374.30000001,0.0,0.0,-109732.35
2020-03-31,Middle-earth,Gondolin,8271,24065637.960000012,19187013.299999997,5597878.649999996,0.0,0.0,-49707.840000000004
2020-03-31,Middle-earth,other,3589,10438548.120000007,8253371.490000003,2502918.599999993,0.0,0.0,-4037.6699999999996
2020-03-31,Middle-earth,Dale,17137,52060373.82000002,41391129.78000002,12192897.990000006,0.0,0.0,-83491.58999999998
2020-03-31,Middle-earth,other,4255,12547257.45,9982831.950000003,2933185.709999991,0.0,0.0,-10319.4
2020-03-31,Middle-earth,Fornost,10293,30532762.259999987,24362118.689999986,7048393.170000004,0.0,0.0,-73341.45000000001
2020-03-31,Middle-earth,Edoras,20263,58421492.220000006,46346467.43999999,13827723.000000007,0.0,0.0,-150829.76999999996
2020-03-31,Middle-earth,Hobbiton,22903,67505441.63999999,53983707.959999986,15475630.170000002,0.0,0.0,-139429.28999999998
2020-03-31,Middle-earth,other,5854,17897331.269999996,14246229.270000005,4175758.8599999943,0.0,0.0,-39464.87999999999
2020-04-07,Middle-earth,other,1735,4929738.45,3837192.449999999,1270263.5399999958,0.0,0.0,-16107.0
2020-04-07,Middle-earth,other,3859,10527450.56999999,8152184.040000001,2761154.759999993,0.0,0.0,-165923.94
